customer_id,service_tier,region,tenure_years,monthly_spend,support_tickets,group,y_true,y_pred,y_prob
CS_000041,Gold,West,3,131.57,11,Gold_West,0,0,0.7092244609776083
CS_000042,Silver,South,4,1350.52,11,Silver_South,0,1,0.7668269402902017
CS_000043,Gold,South,3,1953.6,5,Gold_South,0,0,0.7049572723796378
CS_000044,Silver,West,4,570.27,3,Silver_West,1,1,0.6077449215331572
CS_000045,Gold,West,6,645.12,7,Gold_West,1,1,0.7320066365497258
CS_000046,Silver,North,5,734.73,16,Silver_North,1,1,0.7162299374396519
CS_000047,Platinum,North,5,398.21,8,Platinum_North,1,1,0.9
CS_000048,Silver,West,10,1969.26,3,Silver_West,1,1,0.8253176086993199
CS_000049,Bronze,North,9,1854.87,17,Bronze_North,0,1,0.7680526240795106
CS_000050,Gold,East,7,186.45,10,Gold_East,1,1,0.7326774952531088
CS_000051,Silver,East,7,686.06,9,Silver_East,1,0,0.6083680185980295
CS_000052,Bronze,South,10,1159.76,12,Bronze_South,1,1,0.5300811879394574
CS_000053,Bronze,East,8,911.48,6,Bronze_East,1,0,0.6787470798212004
CS_000054,Gold,North,5,1055.13,20,Gold_North,1,0,0.6986774400151126
CS_000055,Gold,East,4,1622.8,4,Gold_East,1,1,0.7489685088156701
CS_000056,Platinum,West,7,1777.97,18,Platinum_West,1,1,0.9
CS_000057,Gold,South,1,1790.69,3,Gold_South,1,0,0.7237682273624639
CS_000058,Bronze,North,9,535.94,3,Bronze_North,1,1,0.750283320344453
CS_000059,Silver,West,10,1639.26,16,Silver_West,1,1,0.8113709460912226
CS_000060,Gold,West,8,555.42,7,Gold_West,0,0,0.655462270626148
CS_000061,Bronze,South,5,907.75,9,Bronze_South,1,0,0.5371695073242627
CS_000062,Platinum,South,3,500.96,4,Platinum_South,1,1,0.7928457701427756
CS_000063,Bronze,West,1,453.33,13,Bronze_West,1,0,0.5439591544629325
CS_000064,Platinum,West,8,61.5,11,Platinum_West,1,0,0.7379973296127437
CS_000065,Bronze,South,8,477.87,13,Bronze_South,1,0,0.4977714406492255
CS_000066,Bronze,South,8,1843.11,19,Bronze_South,1,1,0.6713857725173535
CS_000067,Platinum,North,7,314.61,14,Platinum_North,1,1,0.8120312627838608
CS_000068,Bronze,East,6,1534.4,12,Bronze_East,1,1,0.7302408239721123
CS_000069,Platinum,West,1,1510.6,1,Platinum_West,0,1,0.9
CS_000070,Platinum,North,4,438.75,0,Platinum_North,1,1,0.8577089883777811
CS_000071,Platinum,South,8,1413.96,11,Platinum_South,1,1,0.9
CS_000072,Platinum,South,5,260.79,0,Platinum_South,0,0,0.8651593456824828
CS_000073,Bronze,West,4,198.19,20,Bronze_West,1,1,0.6094386004991543
CS_000074,Platinum,North,6,1088.85,11,Platinum_North,1,1,0.9
CS_000075,Bronze,West,2,895.37,11,Bronze_West,0,0,0.6357414622004915
CS_000076,Bronze,South,9,1932.67,8,Bronze_South,1,0,0.7639235313805534
CS_000077,Bronze,West,10,573.37,7,Bronze_West,0,0,0.5773325796111349
CS_000078,Gold,West,10,1240.15,12,Gold_West,1,1,0.7588613007231844
CS_000079,Bronze,South,6,1605.77,10,Bronze_South,1,0,0.6592310015874858
CS_000080,Platinum,South,2,520.64,13,Platinum_South,1,1,0.8516329306964933
CS_000081,Bronze,West,1,231.45,7,Bronze_West,1,0,0.5486610327753514
CS_000082,Silver,West,9,1085.3,13,Silver_West,0,1,0.7400776945513357
CS_000083,Bronze,East,5,540.24,3,Bronze_East,0,0,0.6131095888011974
CS_000084,Gold,South,4,1490.28,8,Gold_South,1,1,0.8653214045766113
CS_000085,Silver,North,4,627.68,11,Silver_North,1,0,0.5228296734512127
CS_000086,Silver,North,1,1129.05,4,Silver_North,1,1,0.8005584351582508
CS_000087,Platinum,East,8,983.49,10,Platinum_East,1,0,0.8402753434367155
CS_000088,Bronze,North,2,831.38,2,Bronze_North,1,1,0.6872902036512034
CS_000089,Silver,North,4,280.98,13,Silver_North,1,1,0.6781481659686838
CS_000090,Bronze,West,8,629.84,18,Bronze_West,0,0,0.531076048863872
CS_000091,Platinum,South,4,566.06,2,Platinum_South,1,1,0.8147627096652869
CS_000092,Platinum,West,8,1394.27,15,Platinum_West,1,1,0.896295246911205
CS_000093,Bronze,North,4,1851.63,20,Bronze_North,1,1,0.7007811360562867
CS_000094,Platinum,South,3,1821.4,4,Platinum_South,1,1,0.9
CS_000095,Silver,West,2,963.96,9,Silver_West,0,1,0.7585352481488081
CS_000096,Bronze,West,2,1216.17,13,Bronze_West,0,1,0.660742728189182
CS_000097,Gold,North,5,1173.68,5,Gold_North,1,0,0.8903018978867374
CS_000098,Gold,West,8,1939.66,15,Gold_West,1,1,0.6866616787330184
CS_000099,Gold,East,7,1402.66,9,Gold_East,1,0,0.7500904509627313
CS_000100,Platinum,West,2,663.31,10,Platinum_West,1,1,0.9
CS_000101,Platinum,West,7,155.7,16,Platinum_West,1,1,0.8512886308111147
CS_000102,Platinum,South,5,1120.98,9,Platinum_South,1,1,0.9
CS_000103,Gold,South,5,1124.14,17,Gold_South,1,0,0.6649401318911569
CS_000104,Platinum,West,2,1313.03,4,Platinum_West,1,1,0.9
CS_000105,Silver,West,8,1961.48,7,Silver_West,1,1,0.6689283936971218
CS_000106,Gold,North,5,1556.72,13,Gold_North,1,1,0.8375434811528588
CS_000107,Platinum,East,5,1683.08,18,Platinum_East,0,1,0.9
CS_000108,Bronze,East,6,1126.24,17,Bronze_East,1,0,0.7265704511430521
CS_000109,Gold,West,4,1719.23,13,Gold_West,1,1,0.7689410303130392
CS_000110,Bronze,West,3,1015.89,1,Bronze_West,1,1,0.7830707180353706
CS_000111,Platinum,West,2,1075.6,14,Platinum_West,1,1,0.8788310831933893
CS_000112,Gold,North,8,1573.97,8,Gold_North,1,1,0.8685409197173765
CS_000113,Silver,West,6,1272.26,15,Silver_West,0,1,0.5971798199675372
CS_000114,Silver,South,2,896.24,3,Silver_South,0,1,0.7407781658658075
CS_000115,Gold,East,1,139.68,1,Gold_East,1,1,0.6549682179550629
CS_000116,Bronze,South,3,391.39,19,Bronze_South,0,1,0.5439420737074829
CS_000117,Gold,South,8,1293.91,14,Gold_South,1,0,0.6218794862909742
CS_000118,Silver,South,2,911.37,11,Silver_South,0,0,0.5798308498247543
CS_000119,Silver,West,5,438.47,12,Silver_West,0,1,0.5413306534844721
CS_000120,Silver,East,5,92.78,12,Silver_East,1,0,0.5931858033911397
CS_000121,Platinum,West,5,1562.69,7,Platinum_West,1,1,0.9
CS_000122,Silver,South,2,1811.64,20,Silver_South,1,1,0.7477220968020307
CS_000123,Silver,South,2,1823.77,10,Silver_South,0,1,0.6751280140888614
CS_000124,Silver,East,3,551.09,15,Silver_East,0,0,0.5790282898344983
CS_000125,Platinum,West,2,324.48,7,Platinum_West,0,0,0.8948433424151037
CS_000126,Silver,North,7,77.14,17,Silver_North,1,0,0.5537171317232077
CS_000127,Silver,West,6,261.27,7,Silver_West,1,0,0.6939093734089058
CS_000128,Silver,South,2,1289.04,14,Silver_South,0,1,0.65043803490585
CS_000129,Gold,North,1,643.51,15,Gold_North,1,1,0.5769600064862657
CS_000130,Bronze,West,6,1357.45,17,Bronze_West,1,1,0.6884538029530631
CS_000131,Bronze,North,8,1250.52,8,Bronze_North,1,1,0.664105991746887
CS_000132,Gold,East,2,1962.81,11,Gold_East,1,1,0.8155685058904093
CS_000133,Bronze,East,4,1938.0,14,Bronze_East,1,0,0.5824211630846625
CS_000134,Platinum,North,6,524.96,4,Platinum_North,1,1,0.8810411150285752
CS_000135,Gold,South,4,690.69,4,Gold_South,0,1,0.749196327034884
CS_000136,Gold,South,9,538.78,5,Gold_South,1,1,0.8432895777013603
CS_000137,Silver,South,10,681.35,5,Silver_South,1,1,0.665351708742556
CS_000138,Platinum,North,8,924.14,11,Platinum_North,1,1,0.8618108020007689
CS_000139,Platinum,East,8,1304.51,0,Platinum_East,1,1,0.9
CS_000140,Platinum,West,8,193.31,2,Platinum_West,1,1,0.8096667651320729
CS_000141,Silver,West,10,1084.59,14,Silver_West,1,0,0.7160398651647246
CS_000142,Platinum,South,7,930.53,7,Platinum_South,1,1,0.9
CS_000143,Platinum,East,7,659.42,8,Platinum_East,1,0,0.7805277849537448
CS_000144,Platinum,North,2,231.8,3,Platinum_North,1,1,0.9
CS_000145,Platinum,East,2,851.08,13,Platinum_East,0,0,0.9
CS_000146,Silver,East,2,1176.94,6,Silver_East,1,0,0.7364378792408777
CS_000147,Silver,East,2,1537.08,18,Silver_East,1,1,0.6758224821763562
CS_000148,Platinum,East,1,401.81,9,Platinum_East,0,1,0.7402046841473964
CS_000149,Gold,West,2,326.66,20,Gold_West,0,1,0.568351536610889
CS_000150,Bronze,West,8,714.75,11,Bronze_West,1,0,0.5348765784156853
CS_000151,Platinum,North,3,356.95,19,Platinum_North,1,1,0.7763163055063825
CS_000152,Bronze,West,10,911.99,8,Bronze_West,1,1,0.662469261160221
CS_000153,Platinum,East,10,998.93,9,Platinum_East,1,1,0.9
CS_000154,Platinum,South,5,1893.38,4,Platinum_South,1,1,0.9
CS_000155,Bronze,West,3,301.91,17,Bronze_West,0,0,0.5700524693112425
CS_000156,Silver,North,7,1730.44,1,Silver_North,1,1,0.731950850071255
CS_000157,Silver,West,10,838.62,20,Silver_West,1,1,0.5830346745327596
CS_000158,Silver,South,10,947.19,11,Silver_South,1,1,0.7288968719629393
CS_000159,Bronze,North,7,1747.52,10,Bronze_North,1,1,0.7458235737206529
CS_000160,Platinum,South,6,734.64,20,Platinum_South,0,1,0.7472537697893448
CS_000161,Gold,South,10,348.1,20,Gold_South,1,1,0.7802584281159164
CS_000162,Bronze,West,10,1303.83,19,Bronze_West,1,1,0.774194612841632
CS_000163,Bronze,North,8,912.31,9,Bronze_North,0,1,0.6382839513662042
CS_000164,Platinum,East,8,931.23,1,Platinum_East,1,1,0.8874154065202637
CS_000165,Platinum,West,8,1181.64,1,Platinum_West,1,1,0.9
CS_000166,Silver,West,9,344.18,1,Silver_West,1,0,0.7721933622645241
CS_000167,Platinum,South,1,533.1,14,Platinum_South,0,1,0.7248137106340349
CS_000168,Silver,East,5,805.46,10,Silver_East,0,0,0.5804731035072012
CS_000169,Silver,North,6,234.29,12,Silver_North,1,1,0.6647467310004922
CS_000170,Gold,East,2,1186.34,4,Gold_East,0,1,0.7620463475103625
CS_000171,Bronze,South,10,1432.23,2,Bronze_South,1,0,0.68533586121126
CS_000172,Gold,North,7,1041.55,0,Gold_North,1,1,0.766052584575369
CS_000173,Bronze,South,4,1999.95,4,Bronze_South,1,1,0.7388856777371766
CS_000174,Platinum,East,10,305.55,12,Platinum_East,1,1,0.7761691934337392
CS_000175,Gold,West,1,851.17,7,Gold_West,0,0,0.7021190844251631
CS_000176,Bronze,South,9,516.38,15,Bronze_South,0,0,0.4988032352445139
CS_000177,Bronze,West,5,1567.34,16,Bronze_West,1,0,0.7332536306411894
CS_000178,Gold,East,1,1300.3,11,Gold_East,1,0,0.5605179463496818
CS_000179,Platinum,East,2,1538.08,8,Platinum_East,1,1,0.9
CS_000180,Platinum,South,8,1775.03,0,Platinum_South,1,1,0.9
CS_000181,Bronze,North,6,487.85,10,Bronze_North,0,1,0.6878352575223211
CS_000182,Gold,South,1,609.41,15,Gold_South,0,0,0.4977585383636371
CS_000183,Bronze,North,2,87.06,6,Bronze_North,0,0,0.589760849088767
CS_000184,Bronze,North,5,513.4,3,Bronze_North,1,0,0.6339651087506887
CS_000185,Bronze,North,2,1681.54,15,Bronze_North,1,1,0.5432870704411787
CS_000186,Gold,South,5,887.02,19,Gold_South,1,1,0.6641327432044857
CS_000187,Platinum,East,2,1909.14,17,Platinum_East,1,1,0.9
CS_000188,Bronze,West,1,1289.56,11,Bronze_West,1,0,0.46324844622178935
CS_000189,Silver,South,2,1554.43,10,Silver_South,1,1,0.7104598092228379
CS_000190,Gold,West,8,1281.88,4,Gold_West,1,1,0.8552380799406845
CS_000191,Silver,South,1,1592.66,1,Silver_South,1,1,0.6820151765873783
CS_000192,Bronze,East,1,1518.92,6,Bronze_East,1,1,0.74242770609385
CS_000193,Silver,East,2,1608.72,13,Silver_East,0,0,0.7386615411039241
CS_000194,Bronze,East,3,1017.6,15,Bronze_East,1,1,0.699458176075333
CS_000195,Platinum,West,2,889.68,5,Platinum_West,1,1,0.9
CS_000196,Silver,East,8,1225.11,13,Silver_East,1,1,0.6787816762202188
CS_000197,Silver,West,5,1296.97,1,Silver_West,1,1,0.7675025075766597
CS_000198,Gold,North,3,1704.91,14,Gold_North,1,0,0.6934466726124218
CS_000199,Silver,East,7,1901.46,1,Silver_East,1,0,0.775812411382679
CS_000200,Silver,West,2,1169.15,16,Silver_West,1,1,0.6528770882629763
CS_000201,Platinum,North,3,1023.14,12,Platinum_North,1,1,0.9
CS_000202,Bronze,South,10,606.87,15,Bronze_South,1,1,0.4871456835461054
CS_000203,Gold,West,2,1630.5,10,Gold_West,1,1,0.8119080973639177
CS_000204,Silver,East,3,1438.03,20,Silver_East,1,1,0.6622984366249378
CS_000205,Gold,South,4,1591.23,0,Gold_South,1,1,0.7844554814233052
CS_000206,Gold,North,2,653.12,15,Gold_North,1,0,0.7638329100749396
CS_000207,Platinum,South,6,1302.56,14,Platinum_South,1,1,0.9
CS_000208,Gold,South,7,1030.58,1,Gold_South,0,1,0.7736204265848032
CS_000209,Gold,East,4,724.75,16,Gold_East,0,1,0.719186741231173
CS_000210,Silver,South,5,1248.14,2,Silver_South,1,0,0.7037271803495414
CS_000211,Gold,South,10,1455.23,19,Gold_South,1,1,0.8447859450632602
CS_000212,Platinum,North,1,1899.67,18,Platinum_North,1,1,0.9
CS_000213,Platinum,West,9,614.86,9,Platinum_West,1,1,0.9
CS_000214,Silver,West,2,1392.8,5,Silver_West,1,1,0.7668502260214719
CS_000215,Gold,East,6,1481.69,11,Gold_East,0,1,0.6461532303104772
CS_000216,Platinum,East,4,959.62,8,Platinum_East,1,1,0.8581755270016367
CS_000217,Bronze,West,4,1927.24,5,Bronze_West,0,1,0.8067503070498809
CS_000218,Gold,South,8,1992.14,14,Gold_South,1,1,0.6817080964108858
CS_000219,Bronze,West,4,469.53,11,Bronze_West,1,0,0.5262712676747057
CS_000220,Bronze,East,9,65.95,3,Bronze_East,1,0,0.7264911461837186
CS_000221,Bronze,East,1,831.13,18,Bronze_East,0,1,0.4625047551888568
CS_000222,Bronze,West,9,595.46,19,Bronze_West,0,0,0.5337622039447179
CS_000223,Bronze,East,6,1137.77,11,Bronze_East,0,1,0.5798115763104899
CS_000224,Platinum,North,1,317.22,10,Platinum_North,1,1,0.8338665420666165
CS_000225,Gold,East,10,671.13,12,Gold_East,0,1,0.7378638721147208
CS_000226,Silver,West,10,634.59,0,Silver_West,1,0,0.7447612784946033
CS_000227,Silver,North,10,975.45,20,Silver_North,0,1,0.7152324050344143
CS_000228,Platinum,West,3,1072.25,19,Platinum_West,1,1,0.9
CS_000229,Gold,North,10,1899.0,3,Gold_North,1,1,0.8882077132369467
CS_000230,Bronze,South,7,1028.55,19,Bronze_South,0,0,0.6645635417824639
CS_000231,Platinum,South,9,454.32,10,Platinum_South,0,1,0.8856741966686802
CS_000232,Gold,West,9,717.54,11,Gold_West,1,1,0.7635308806909986
CS_000233,Silver,West,4,1916.81,8,Silver_West,1,0,0.6849734075985633
CS_000234,Silver,East,4,1395.97,15,Silver_East,1,0,0.6597606348402613
CS_000235,Silver,East,2,1168.28,17,Silver_East,1,0,0.7860321074642724
CS_000236,Gold,East,1,610.88,2,Gold_East,1,1,0.698475222372967
CS_000237,Bronze,South,4,1664.51,8,Bronze_South,0,1,0.6792342601293644
CS_000238,Gold,South,1,1356.18,16,Gold_South,1,1,0.5865673119611905
CS_000239,Silver,West,2,1378.32,4,Silver_West,1,0,0.7800705131559234
CS_000240,Bronze,West,8,1318.55,9,Bronze_West,1,0,0.7191795835780539
CS_000241,Platinum,South,9,1490.44,1,Platinum_South,1,1,0.9
CS_000242,Gold,North,7,1586.52,5,Gold_North,0,0,0.9
CS_000243,Platinum,North,5,1157.53,3,Platinum_North,1,1,0.9
CS_000244,Bronze,South,9,962.64,6,Bronze_South,0,0,0.5761368193663571
CS_000245,Silver,South,1,1486.4,9,Silver_South,1,1,0.7114565500515122
CS_000246,Bronze,West,9,689.46,12,Bronze_West,0,1,0.546956240209468
CS_000247,Silver,South,1,558.53,7,Silver_South,1,1,0.6033988653928559
CS_000248,Platinum,East,6,1400.9,1,Platinum_East,1,1,0.9
CS_000249,Silver,North,5,766.71,7,Silver_North,1,1,0.5967137564393608
CS_000250,Silver,West,9,1829.95,17,Silver_West,0,1,0.7951207018172914
CS_000251,Platinum,West,9,1422.34,2,Platinum_West,1,1,0.9
CS_000252,Gold,South,3,689.83,16,Gold_South,1,0,0.6860590475878141
CS_000253,Bronze,North,9,918.69,1,Bronze_North,1,1,0.6626495686403283
CS_000254,Platinum,West,5,1460.4,12,Platinum_West,1,1,0.8506030943182176
CS_000255,Platinum,North,7,721.83,2,Platinum_North,1,0,0.852051126263414
CS_000256,Bronze,North,5,847.29,4,Bronze_North,0,1,0.7456666569848203
CS_000257,Bronze,East,7,924.65,12,Bronze_East,1,0,0.6065460708203082
CS_000258,Gold,East,2,398.02,17,Gold_East,1,0,0.5754694174645216
CS_000259,Platinum,North,5,952.86,17,Platinum_North,1,1,0.9
CS_000260,Bronze,East,3,587.52,3,Bronze_East,1,1,0.6820395371604571
CS_000261,Platinum,South,4,181.22,19,Platinum_South,1,1,0.8195569793463104
CS_000262,Platinum,South,1,834.42,7,Platinum_South,1,1,0.9
CS_000263,Gold,East,4,1640.78,18,Gold_East,1,1,0.7395835348554525
CS_000264,Silver,South,5,1758.7,16,Silver_South,1,1,0.6501001907514838
CS_000265,Gold,West,9,1016.46,11,Gold_West,0,1,0.7942685049491445
CS_000266,Silver,West,7,340.97,12,Silver_West,1,1,0.6275856528781634
CS_000267,Gold,East,3,1621.26,1,Gold_East,1,1,0.8635572377093254
CS_000268,Gold,West,4,547.24,10,Gold_West,1,0,0.7844452209022444
CS_000269,Platinum,South,1,573.5,19,Platinum_South,1,1,0.7947240916979079
CS_000270,Gold,West,4,1745.47,10,Gold_West,1,1,0.8517988321413602
CS_000271,Gold,North,8,1833.16,19,Gold_North,1,1,0.7593264119552471
CS_000272,Silver,East,7,959.19,20,Silver_East,1,1,0.5723123254770704
CS_000273,Bronze,West,2,1615.49,15,Bronze_West,0,1,0.604046656957761
CS_000274,Silver,West,1,1146.92,7,Silver_West,0,1,0.6232439802002521
CS_000275,Bronze,East,3,432.57,7,Bronze_East,1,1,0.686672543057397
CS_000276,Silver,East,8,1934.69,20,Silver_East,0,0,0.682165799689641
CS_000277,Silver,South,3,1454.61,15,Silver_South,1,0,0.7678729059430015
CS_000278,Platinum,North,2,1893.12,1,Platinum_North,1,1,0.9
CS_000279,Gold,North,3,67.83,16,Gold_North,1,0,0.5820900237826037
CS_000280,Bronze,West,1,62.89,17,Bronze_West,1,0,0.3533452295205259
CS_000281,Silver,North,9,1635.66,13,Silver_North,0,1,0.8119546731997532
CS_000282,Platinum,South,4,424.27,16,Platinum_South,1,0,0.7708882201721142
CS_000283,Platinum,East,7,945.05,7,Platinum_East,0,1,0.8751714505254844
CS_000284,Platinum,North,2,840.29,12,Platinum_North,1,1,0.851222987825793
CS_000285,Gold,North,8,1698.39,20,Gold_North,0,0,0.793171325590207
CS_000286,Platinum,North,4,462.26,18,Platinum_North,1,1,0.7693123941483485
CS_000287,Silver,North,3,1861.09,10,Silver_North,1,1,0.6814316230819167
CS_000288,Bronze,North,5,366.78,7,Bronze_North,1,1,0.6898884850578854
CS_000289,Silver,West,3,1591.47,2,Silver_West,1,1,0.8648646654871993
CS_000290,Bronze,South,2,714.16,19,Bronze_South,0,0,0.4993406098617918
CS_000291,Platinum,East,8,1006.68,11,Platinum_East,1,1,0.9
CS_000292,Bronze,North,10,625.99,7,Bronze_North,0,1,0.5764076019346297
CS_000293,Gold,West,6,753.37,2,Gold_West,1,1,0.6916534910272596
CS_000294,Silver,North,3,220.23,13,Silver_North,1,1,0.6309480001217734
CS_000295,Platinum,North,6,1130.73,19,Platinum_North,1,1,0.9
CS_000296,Silver,West,7,1569.38,17,Silver_West,0,1,0.7856346128027774
CS_000297,Gold,West,3,320.74,9,Gold_West,1,1,0.6291869641293095
CS_000298,Silver,West,5,994.25,2,Silver_West,1,1,0.7888444591262789
CS_000299,Bronze,South,8,258.6,9,Bronze_South,1,0,0.5491383956852811
CS_000300,Bronze,East,8,702.74,20,Bronze_East,0,1,0.4972248943156529
CS_000301,Gold,West,6,396.39,12,Gold_West,0,0,0.6082896303160106
CS_000302,Bronze,South,6,783.31,12,Bronze_South,1,1,0.606413430517689
CS_000303,Gold,North,8,1888.8,6,Gold_North,1,1,0.7882662415970592
CS_000304,Bronze,West,3,1285.01,7,Bronze_West,1,1,0.6208286468911712
CS_000305,Bronze,North,8,1981.87,15,Bronze_North,1,0,0.6468734802404233
CS_000306,Bronze,North,6,1418.19,17,Bronze_North,1,1,0.7228802497461169
CS_000307,Gold,East,3,1311.65,1,Gold_East,1,1,0.7990062407813547
CS_000308,Silver,West,2,70.57,8,Silver_West,1,1,0.679370605526563
CS_000309,Gold,West,6,812.71,18,Gold_West,0,0,0.5801489864959826
CS_000310,Bronze,North,5,861.15,2,Bronze_North,1,1,0.7381352316292387
CS_000311,Silver,East,8,1579.33,16,Silver_East,1,1,0.6852325062418326
CS_000312,Bronze,East,2,635.51,3,Bronze_East,1,1,0.6186155895113497
CS_000313,Gold,South,9,390.18,5,Gold_South,1,1,0.7552738767243364
CS_000314,Bronze,South,3,1298.93,13,Bronze_South,1,0,0.6374776739092273
CS_000315,Bronze,West,7,58.68,6,Bronze_West,1,0,0.6304650990720984
CS_000316,Platinum,North,9,414.57,10,Platinum_North,1,1,0.8727909941410323
CS_000317,Bronze,East,10,807.85,12,Bronze_East,1,0,0.5795849274873509
CS_000318,Gold,East,10,1200.83,4,Gold_East,1,1,0.7877145452877582
CS_000319,Silver,South,9,807.5,19,Silver_South,1,1,0.6367419925675373
CS_000320,Gold,South,8,613.23,5,Gold_South,1,1,0.7202001941493302
CS_000321,Silver,North,8,316.24,12,Silver_North,0,1,0.6210876039461339
CS_000322,Bronze,West,8,1002.96,2,Bronze_West,1,1,0.7791761779204854
CS_000323,Platinum,East,4,1098.34,5,Platinum_East,1,1,0.9
CS_000324,Bronze,North,10,272.7,17,Bronze_North,0,0,0.5833723544210841
CS_000325,Platinum,West,9,476.16,13,Platinum_West,1,1,0.9
CS_000326,Silver,North,8,562.49,2,Silver_North,1,1,0.7987915368637234
CS_000327,Gold,South,10,1393.81,19,Gold_South,1,1,0.6931963235380518
CS_000328,Gold,South,1,1161.64,17,Gold_South,1,1,0.6477537092095275
CS_000329,Silver,East,10,571.32,16,Silver_East,0,1,0.695859863184662
CS_000330,Bronze,North,5,1740.74,4,Bronze_North,1,1,0.6465381712461669
CS_000331,Silver,South,7,1004.44,18,Silver_South,1,1,0.7155625641557948
CS_000332,Platinum,North,7,1055.45,8,Platinum_North,1,1,0.9
CS_000333,Bronze,East,10,54.82,2,Bronze_East,0,0,0.6416898513359436
CS_000334,Silver,North,9,825.55,13,Silver_North,0,1,0.6589429895110976
CS_000335,Silver,East,9,1176.97,18,Silver_East,0,0,0.7876607306953365
CS_000336,Platinum,North,2,1271.05,14,Platinum_North,1,1,0.9
CS_000337,Bronze,North,7,444.52,4,Bronze_North,0,0,0.6103731008752845
CS_000338,Silver,North,6,538.26,11,Silver_North,0,1,0.6497822418295219
CS_000339,Silver,South,7,1328.2,3,Silver_South,1,1,0.7653613416521828
CS_000340,Gold,West,1,65.72,10,Gold_West,0,1,0.6776309818928543
CS_000341,Gold,West,2,496.45,2,Gold_West,0,1,0.6504854340899013
CS_000342,Silver,South,7,1558.25,4,Silver_South,1,1,0.8054274155838088
CS_000343,Platinum,South,8,734.82,6,Platinum_South,1,1,0.7802748261688561
CS_000344,Bronze,South,2,1798.36,4,Bronze_South,0,1,0.6879147835523025
CS_000345,Bronze,East,3,533.18,20,Bronze_East,1,0,0.580679326356946
CS_000346,Silver,North,5,450.62,19,Silver_North,1,1,0.6695687281962498
CS_000347,Platinum,South,8,802.48,7,Platinum_South,1,1,0.9
CS_000348,Platinum,East,6,307.37,18,Platinum_East,1,1,0.8092712442322701
CS_000349,Bronze,North,1,1195.36,0,Bronze_North,1,1,0.5779653723874378
